step,A_hat,B_hat
exc_1,[[0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0]],[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]
exc_648,[[0.965663161794114, -1.707296453746065e-12, 0.0965663161794446, 3.899380133679858e-13], [-2.811035990376503e-12, 0.9656631617954995, 5.368021794843718e-13, 0.09656631617951852], [9.81903601824092e-15, 5.8989447510482355e-15, 0.965663161797076, -7.35598190138519e-15], [1.7565807711853716e-14, 9.81905969398992e-15, -7.77250171089982e-15, 0.9656631617970746]],[[0.004828315808961246, -9.18092695562013e-15], [-6.339105768383742e-14, 0.004828315809106065], [0.09656631617970729, 3.8872618416822733e-16], [1.4603457201465216e-15, 0.09656631617970693]]
exc_649,[[0.965663161794114, -1.707296453746065e-12, 0.0965663161794446, 3.899380133679858e-13], [-2.811035990376503e-12, 0.9656631617954995, 5.368021794843718e-13, 0.09656631617951852], [9.81903601824092e-15, 5.8989447510482355e-15, 0.965663161797076, -7.35598190138519e-15], [1.7565807711853716e-14, 9.81905969398992e-15, -7.77250171089982e-15, 0.9656631617970746]],[[0.004828315808961246, -9.18092695562013e-15], [-6.339105768383742e-14, 0.004828315809106065], [0.09656631617970729, 3.8872618416822733e-16], [1.4603457201465216e-15, 0.09656631617970693]]
exc_650,[[0.965663161794114, -1.707296453746065e-12, 0.0965663161794446, 3.899380133679858e-13], [-2.811035990376503e-12, 0.9656631617954995, 5.368021794843718e-13, 0.09656631617951852], [9.81903601824092e-15, 5.8989447510482355e-15, 0.965663161797076, -7.35598190138519e-15], [1.7565807711853716e-14, 9.81905969398992e-15, -7.77250171089982e-15, 0.9656631617970746]],[[0.004828315808961246, -9.18092695562013e-15], [-6.339105768383742e-14, 0.004828315809106065], [0.09656631617970729, 3.8872618416822733e-16], [1.4603457201465216e-15, 0.09656631617970693]]
exc_651,[[0.965663161794114, -1.707296453746065e-12, 0.0965663161794446, 3.899380133679858e-13], [-2.811035990376503e-12, 0.9656631617954995, 5.368021794843718e-13, 0.09656631617951852], [9.81903601824092e-15, 5.8989447510482355e-15, 0.965663161797076, -7.35598190138519e-15], [1.7565807711853716e-14, 9.81905969398992e-15, -7.77250171089982e-15, 0.9656631617970746]],[[0.004828315808961246, -9.18092695562013e-15], [-6.339105768383742e-14, 0.004828315809106065], [0.09656631617970729, 3.8872618416822733e-16], [1.4603457201465216e-15, 0.09656631617970693]]
exc_652,[[0.965663161794114, -1.707296453746065e-12, 0.0965663161794446, 3.899380133679858e-13], [-2.811035990376503e-12, 0.9656631617954995, 5.368021794843718e-13, 0.09656631617951852], [9.81903601824092e-15, 5.8989447510482355e-15, 0.965663161797076, -7.35598190138519e-15], [1.7565807711853716e-14, 9.81905969398992e-15, -7.77250171089982e-15, 0.9656631617970746]],[[0.004828315808961246, -9.18092695562013e-15], [-6.339105768383742e-14, 0.004828315809106065], [0.09656631617970729, 3.8872618416822733e-16], [1.4603457201465216e-15, 0.09656631617970693]]
exc_653,[[0.965663161794114, -1.707296453746065e-12, 0.0965663161794446, 3.899380133679858e-13], [-2.811035990376503e-12, 0.9656631617954995, 5.368021794843718e-13, 0.09656631617951852], [9.81903601824092e-15, 5.8989447510482355e-15, 0.965663161797076, -7.35598190138519e-15], [1.7565807711853716e-14, 9.81905969398992e-15, -7.77250171089982e-15, 0.9656631617970746]],[[0.004828315808961246, -9.18092695562013e-15], [-6.339105768383742e-14, 0.004828315809106065], [0.09656631617970729, 3.8872618416822733e-16], [1.4603457201465216e-15, 0.09656631617970693]]
exc_654,[[0.965663161794114, -1.707296453746065e-12, 0.0965663161794446, 3.899380133679858e-13], [-2.811035990376503e-12, 0.9656631617954995, 5.368021794843718e-13, 0.09656631617951852], [9.81903601824092e-15, 5.8989447510482355e-15, 0.965663161797076, -7.35598190138519e-15], [1.7565807711853716e-14, 9.81905969398992e-15, -7.77250171089982e-15, 0.9656631617970746]],[[0.004828315808961246, -9.18092695562013e-15], [-6.339105768383742e-14, 0.004828315809106065], [0.09656631617970729, 3.8872618416822733e-16], [1.4603457201465216e-15, 0.09656631617970693]]
exc_655,[[0.965663161794114, -1.707296453746065e-12, 0.0965663161794446, 3.899380133679858e-13], [-2.811035990376503e-12, 0.9656631617954995, 5.368021794843718e-13, 0.09656631617951852], [9.81903601824092e-15, 5.8989447510482355e-15, 0.965663161797076, -7.35598190138519e-15], [1.7565807711853716e-14, 9.81905969398992e-15, -7.77250171089982e-15, 0.9656631617970746]],[[0.004828315808961246, -9.18092695562013e-15], [-6.339105768383742e-14, 0.004828315809106065], [0.09656631617970729, 3.8872618416822733e-16], [1.4603457201465216e-15, 0.09656631617970693]]
exc_656,[[0.965663161794114, -1.707296453746065e-12, 0.0965663161794446, 3.899380133679858e-13], [-2.811035990376503e-12, 0.9656631617954995, 5.368021794843718e-13, 0.09656631617951852], [9.81903601824092e-15, 5.8989447510482355e-15, 0.965663161797076, -7.35598190138519e-15], [1.7565807711853716e-14, 9.81905969398992e-15, -7.77250171089982e-15, 0.9656631617970746]],[[0.004828315808961246, -9.18092695562013e-15], [-6.339105768383742e-14, 0.004828315809106065], [0.09656631617970729, 3.8872618416822733e-16], [1.4603457201465216e-15, 0.09656631617970693]]
exc_657,[[0.965663161794114, -1.707296453746065e-12, 0.0965663161794446, 3.899380133679858e-13], [-2.811035990376503e-12, 0.9656631617954995, 5.368021794843718e-13, 0.09656631617951852], [9.81903601824092e-15, 5.8989447510482355e-15, 0.965663161797076, -7.35598190138519e-15], [1.7565807711853716e-14, 9.81905969398992e-15, -7.77250171089982e-15, 0.9656631617970746]],[[0.004828315808961246, -9.18092695562013e-15], [-6.339105768383742e-14, 0.004828315809106065], [0.09656631617970729, 3.8872618416822733e-16], [1.4603457201465216e-15, 0.09656631617970693]]
exc_658,[[0.965663161794114, -1.707296453746065e-12, 0.0965663161794446, 3.899380133679858e-13], [-2.811035990376503e-12, 0.9656631617954995, 5.368021794843718e-13, 0.09656631617951852], [9.81903601824092e-15, 5.8989447510482355e-15, 0.965663161797076, -7.35598190138519e-15], [1.7565807711853716e-14, 9.81905969398992e-15, -7.77250171089982e-15, 0.9656631617970746]],[[0.004828315808961246, -9.18092695562013e-15], [-6.339105768383742e-14, 0.004828315809106065], [0.09656631617970729, 3.8872618416822733e-16], [1.4603457201465216e-15, 0.09656631617970693]]
exc_659,[[0.965663161794114, -1.707296453746065e-12, 0.0965663161794446, 3.899380133679858e-13], [-2.811035990376503e-12, 0.9656631617954995, 5.368021794843718e-13, 0.09656631617951852], [9.81903601824092e-15, 5.8989447510482355e-15, 0.965663161797076, -7.35598190138519e-15], [1.7565807711853716e-14, 9.81905969398992e-15, -7.77250171089982e-15, 0.9656631617970746]],[[0.004828315808961246, -9.18092695562013e-15], [-6.339105768383742e-14, 0.004828315809106065], [0.09656631617970729, 3.8872618416822733e-16], [1.4603457201465216e-15, 0.09656631617970693]]
exc_660,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_661,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_662,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_663,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_664,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_665,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_666,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_667,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_668,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_669,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_670,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_671,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_672,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_673,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_674,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_675,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_676,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_677,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_678,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_679,[[0.9690968456136305, -2.2061007880559515e-12, 0.09690968456147198, 1.296856253800119e-12], [-4.78260565236791e-12, 0.9690968456145667, -8.412825567253218e-15, 0.09690968456208143], [2.2495674910786486e-15, 1.1949672381262576e-15, 0.9690968456173688, -2.170399005114265e-16], [5.001168718708822e-14, 3.018173774524802e-14, -1.0614626993445899e-14, 0.9690968456173334]],[[0.004845484228075623, 1.7152356981728836e-15], [-1.3467778756245135e-13, 0.004845484228115256], [0.09690968456173728, 7.335841645670588e-16], [5.688074916743553e-16, 0.09690968456173554]]
exc_680,[[0.9721871610519539, -2.1707145616897446e-12, 0.09721871610537958, 8.855620197908093e-13], [-3.0303534950903562e-12, 0.9721871610538836, 1.2237852261064787e-13, 0.09721871610605104], [7.809607650095583e-15, 4.5913745604214184e-15, 0.9721871610556342, 1.394608904657513e-15], [5.3027469746876576e-14, 3.2031164076981574e-14, -6.4420272758105064e-15, 0.9721871610556028]],[[0.004860935805274975, 7.69859851134923e-15], [-1.1397964366386579e-13, 0.004860935805221193], [0.09721871610556373, 1.8250829857563856e-16], [8.774184103003751e-16, 0.0972187161055605]]
exc_681,[[0.9721871610519539, -2.1707145616897446e-12, 0.09721871610537958, 8.855620197908093e-13], [-3.0303534950903562e-12, 0.9721871610538836, 1.2237852261064787e-13, 0.09721871610605104], [7.809607650095583e-15, 4.5913745604214184e-15, 0.9721871610556342, 1.394608904657513e-15], [5.3027469746876576e-14, 3.2031164076981574e-14, -6.4420272758105064e-15, 0.9721871610556028]],[[0.004860935805274975, 7.69859851134923e-15], [-1.1397964366386579e-13, 0.004860935805221193], [0.09721871610556373, 1.8250829857563856e-16], [8.774184103003751e-16, 0.0972187161055605]]
exc_682,[[0.9721871610519539, -2.1707145616897446e-12, 0.09721871610537958, 8.855620197908093e-13], [-3.0303534950903562e-12, 0.9721871610538836, 1.2237852261064787e-13, 0.09721871610605104], [7.809607650095583e-15, 4.5913745604214184e-15, 0.9721871610556342, 1.394608904657513e-15], [5.3027469746876576e-14, 3.2031164076981574e-14, -6.4420272758105064e-15, 0.9721871610556028]],[[0.004860935805274975, 7.69859851134923e-15], [-1.1397964366386579e-13, 0.004860935805221193], [0.09721871610556373, 1.8250829857563856e-16], [8.774184103003751e-16, 0.0972187161055605]]
exc_683,[[0.9721871610519539, -2.1707145616897446e-12, 0.09721871610537958, 8.855620197908093e-13], [-3.0303534950903562e-12, 0.9721871610538836, 1.2237852261064787e-13, 0.09721871610605104], [7.809607650095583e-15, 4.5913745604214184e-15, 0.9721871610556342, 1.394608904657513e-15], [5.3027469746876576e-14, 3.2031164076981574e-14, -6.4420272758105064e-15, 0.9721871610556028]],[[0.004860935805274975, 7.69859851134923e-15], [-1.1397964366386579e-13, 0.004860935805221193], [0.09721871610556373, 1.8250829857563856e-16], [8.774184103003751e-16, 0.0972187161055605]]
exc_684,[[0.9721871610519539, -2.1707145616897446e-12, 0.09721871610537958, 8.855620197908093e-13], [-3.0303534950903562e-12, 0.9721871610538836, 1.2237852261064787e-13, 0.09721871610605104], [7.809607650095583e-15, 4.5913745604214184e-15, 0.9721871610556342, 1.394608904657513e-15], [5.3027469746876576e-14, 3.2031164076981574e-14, -6.4420272758105064e-15, 0.9721871610556028]],[[0.004860935805274975, 7.69859851134923e-15], [-1.1397964366386579e-13, 0.004860935805221193], [0.09721871610556373, 1.8250829857563856e-16], [8.774184103003751e-16, 0.0972187161055605]]
exc_685,[[0.9721871610519539, -2.1707145616897446e-12, 0.09721871610537958, 8.855620197908093e-13], [-3.0303534950903562e-12, 0.9721871610538836, 1.2237852261064787e-13, 0.09721871610605104], [7.809607650095583e-15, 4.5913745604214184e-15, 0.9721871610556342, 1.394608904657513e-15], [5.3027469746876576e-14, 3.2031164076981574e-14, -6.4420272758105064e-15, 0.9721871610556028]],[[0.004860935805274975, 7.69859851134923e-15], [-1.1397964366386579e-13, 0.004860935805221193], [0.09721871610556373, 1.8250829857563856e-16], [8.774184103003751e-16, 0.0972187161055605]]
exc_686,[[0.9721871610519539, -2.1707145616897446e-12, 0.09721871610537958, 8.855620197908093e-13], [-3.0303534950903562e-12, 0.9721871610538836, 1.2237852261064787e-13, 0.09721871610605104], [7.809607650095583e-15, 4.5913745604214184e-15, 0.9721871610556342, 1.394608904657513e-15], [5.3027469746876576e-14, 3.2031164076981574e-14, -6.4420272758105064e-15, 0.9721871610556028]],[[0.004860935805274975, 7.69859851134923e-15], [-1.1397964366386579e-13, 0.004860935805221193], [0.09721871610556373, 1.8250829857563856e-16], [8.774184103003751e-16, 0.0972187161055605]]
exc_687,[[0.9721871610519539, -2.1707145616897446e-12, 0.09721871610537958, 8.855620197908093e-13], [-3.0303534950903562e-12, 0.9721871610538836, 1.2237852261064787e-13, 0.09721871610605104], [7.809607650095583e-15, 4.5913745604214184e-15, 0.9721871610556342, 1.394608904657513e-15], [5.3027469746876576e-14, 3.2031164076981574e-14, -6.4420272758105064e-15, 0.9721871610556028]],[[0.004860935805274975, 7.69859851134923e-15], [-1.1397964366386579e-13, 0.004860935805221193], [0.09721871610556373, 1.8250829857563856e-16], [8.774184103003751e-16, 0.0972187161055605]]
exc_688,[[0.9721871610519539, -2.1707145616897446e-12, 0.09721871610537958, 8.855620197908093e-13], [-3.0303534950903562e-12, 0.9721871610538836, 1.2237852261064787e-13, 0.09721871610605104], [7.809607650095583e-15, 4.5913745604214184e-15, 0.9721871610556342, 1.394608904657513e-15], [5.3027469746876576e-14, 3.2031164076981574e-14, -6.4420272758105064e-15, 0.9721871610556028]],[[0.004860935805274975, 7.69859851134923e-15], [-1.1397964366386579e-13, 0.004860935805221193], [0.09721871610556373, 1.8250829857563856e-16], [8.774184103003751e-16, 0.0972187161055605]]
exc_689,[[0.9721871610519539, -2.1707145616897446e-12, 0.09721871610537958, 8.855620197908093e-13], [-3.0303534950903562e-12, 0.9721871610538836, 1.2237852261064787e-13, 0.09721871610605104], [7.809607650095583e-15, 4.5913745604214184e-15, 0.9721871610556342, 1.394608904657513e-15], [5.3027469746876576e-14, 3.2031164076981574e-14, -6.4420272758105064e-15, 0.9721871610556028]],[[0.004860935805274975, 7.69859851134923e-15], [-1.1397964366386579e-13, 0.004860935805221193], [0.09721871610556373, 1.8250829857563856e-16], [8.774184103003751e-16, 0.0972187161055605]]
exc_690,[[0.9721871610519539, -2.1707145616897446e-12, 0.09721871610537958, 8.855620197908093e-13], [-3.0303534950903562e-12, 0.9721871610538836, 1.2237852261064787e-13, 0.09721871610605104], [7.809607650095583e-15, 4.5913745604214184e-15, 0.9721871610556342, 1.394608904657513e-15], [5.3027469746876576e-14, 3.2031164076981574e-14, -6.4420272758105064e-15, 0.9721871610556028]],[[0.004860935805274975, 7.69859851134923e-15], [-1.1397964366386579e-13, 0.004860935805221193], [0.09721871610556373, 1.8250829857563856e-16], [8.774184103003751e-16, 0.0972187161055605]]
exc_691,[[0.9721871610519539, -2.1707145616897446e-12, 0.09721871610537958, 8.855620197908093e-13], [-3.0303534950903562e-12, 0.9721871610538836, 1.2237852261064787e-13, 0.09721871610605104], [7.809607650095583e-15, 4.5913745604214184e-15, 0.9721871610556342, 1.394608904657513e-15], [5.3027469746876576e-14, 3.2031164076981574e-14, -6.4420272758105064e-15, 0.9721871610556028]],[[0.004860935805274975, 7.69859851134923e-15], [-1.1397964366386579e-13, 0.004860935805221193], [0.09721871610556373, 1.8250829857563856e-16], [8.774184103003751e-16, 0.0972187161055605]]
exc_692,[[0.9721871610519539, -2.1707145616897446e-12, 0.09721871610537958, 8.855620197908093e-13], [-3.0303534950903562e-12, 0.9721871610538836, 1.2237852261064787e-13, 0.09721871610605104], [7.809607650095583e-15, 4.5913745604214184e-15, 0.9721871610556342, 1.394608904657513e-15], [5.3027469746876576e-14, 3.2031164076981574e-14, -6.4420272758105064e-15, 0.9721871610556028]],[[0.004860935805274975, 7.69859851134923e-15], [-1.1397964366386579e-13, 0.004860935805221193], [0.09721871610556373, 1.8250829857563856e-16], [8.774184103003751e-16, 0.0972187161055605]]
exc_693,[[0.9721871610519539, -2.1707145616897446e-12, 0.09721871610537958, 8.855620197908093e-13], [-3.0303534950903562e-12, 0.9721871610538836, 1.2237852261064787e-13, 0.09721871610605104], [7.809607650095583e-15, 4.5913745604214184e-15, 0.9721871610556342, 1.394608904657513e-15], [5.3027469746876576e-14, 3.2031164076981574e-14, -6.4420272758105064e-15, 0.9721871610556028]],[[0.004860935805274975, 7.69859851134923e-15], [-1.1397964366386579e-13, 0.004860935805221193], [0.09721871610556373, 1.8250829857563856e-16], [8.774184103003751e-16, 0.0972187161055605]]
exc_694,[[0.9721871610519539, -2.1707145616897446e-12, 0.09721871610537958, 8.855620197908093e-13], [-3.0303534950903562e-12, 0.9721871610538836, 1.2237852261064787e-13, 0.09721871610605104], [7.809607650095583e-15, 4.5913745604214184e-15, 0.9721871610556342, 1.394608904657513e-15], [5.3027469746876576e-14, 3.2031164076981574e-14, -6.4420272758105064e-15, 0.9721871610556028]],[[0.004860935805274975, 7.69859851134923e-15], [-1.1397964366386579e-13, 0.004860935805221193], [0.09721871610556373, 1.8250829857563856e-16], [8.774184103003751e-16, 0.0972187161055605]]
exc_695,[[0.9721871610519539, -2.1707145616897446e-12, 0.09721871610537958, 8.855620197908093e-13], [-3.0303534950903562e-12, 0.9721871610538836, 1.2237852261064787e-13, 0.09721871610605104], [7.809607650095583e-15, 4.5913745604214184e-15, 0.9721871610556342, 1.394608904657513e-15], [5.3027469746876576e-14, 3.2031164076981574e-14, -6.4420272758105064e-15, 0.9721871610556028]],[[0.004860935805274975, 7.69859851134923e-15], [-1.1397964366386579e-13, 0.004860935805221193], [0.09721871610556373, 1.8250829857563856e-16], [8.774184103003751e-16, 0.0972187161055605]]
